id	word	kana	meaning	type	example	exampleMeaning
n5-kyou	今日	きょう	今天	名词	今日は暑いです。	今天很热。
n5-kinou	昨日	きのう	昨天	名词	昨日、映画を見ました。	昨天看了电影。
n5-ashita	明日	あした	明天	名词	明日、学校へ行きます。	明天去学校。
n5-ima	今	いま	现在	名词	今、何時ですか。	现在几点？
n5-mainichi	毎日	まいにち	每天	名词	毎日、日本語を読みます。	每天读日语。
n5-maiasa	毎朝	まいあさ	每天早上	名词	毎朝、七時に起きます。	每天早上七点起床。
n5-maiban	毎晩	まいばん	每天晚上	名词	毎晩、本を読みます。	每天晚上读书。
n5-senshuu	先週	せんしゅう	上周	名词	先週、友達に会いました。	上周见了朋友。
n5-konshuu	今週	こんしゅう	这周	名词	今週は忙しいです。	这周很忙。
n5-raishuu	来週	らいしゅう	下周	名词	来週、試験があります。	下周有考试。
n5-kotoshi	今年	ことし	今年	名词	今年、日本へ行きます。	今年去日本。
n5-toshi	年	とし	年、岁	名词	一年は十二か月です。	一年有十二个月。
n5-tsuki	月	つき	月亮、月份	名词	月がきれいです。	月亮很漂亮。
n5-shuu	週	しゅう	星期、周	名词	一週に五日勉強します。	一周学习五天。
n5-jikan	時間	じかん	时间	名词	時間がありません。	没有时间。
n5-ji	時	じ	点钟	名词	七時に起きます。	七点起床。
n5-fun	分	ふん	分钟	名词	十分待ちます。	等十分钟。
n5-han	半	はん	半	名词	六時半に帰ります。	六点半回去。
n5-yasumi	休み	やすみ	休息、假日	名词	日曜日は休みです。	星期天休息。
n5-tanjoubi	誕生日	たんじょうび	生日	名词	今日は母の誕生日です。	今天是妈妈的生日。
n5-gakkou	学校	がっこう	学校	名词	学校へ行きます。	去学校。
n5-daigaku	大学	だいがく	大学	名词	兄は大学で勉強します。	哥哥在大学学习。
n5-kyoushitsu	教室	きょうしつ	教室	名词	教室に机があります。	教室里有桌子。
n5-ie	家	いえ	家	名词	家で休みます。	在家休息。
n5-heya	部屋	へや	房间	名词	部屋を掃除します。	打扫房间。
n5-machi	町	まち	城镇	名词	この町は静かです。	这个城镇很安静。
n5-kuni	国	くに	国家	名词	日本は小さい国です。	日本是小国家。
n5-nihon	日本	にほん	日本	名词	日本へ行きます。	去日本。
n5-chuugoku	中国	ちゅうごく	中国	名词	中国から来ました。	从中国来了。
n5-gaikoku	外国	がいこく	外国	名词	外国の友達がいます。	有外国朋友。
n5-eki	駅	えき	车站	名词	駅はどこですか。	车站在哪里？
n5-kuukou	空港	くうこう	机场	名词	空港で友達を待ちます。	在机场等朋友。
n5-ginkou	銀行	ぎんこう	银行	名词	銀行でお金を出します。	在银行取钱。
n5-yuubinkyoku	郵便局	ゆうびんきょく	邮局	名词	郵便局で切手を買います。	在邮局买邮票。
n5-toshokan	図書館	としょかん	图书馆	名词	図書館で本を読みます。	在图书馆读书。
n5-byouin	病院	びょういん	医院	名词	病院へ行きます。	去医院。
n5-mise	店	みせ	商店	名词	店でパンを買います。	在店里买面包。
n5-resutoran	レストラン	れすとらん	餐厅	名词	レストランで昼ご飯を食べます。	在餐厅吃午饭。
n5-kouen	公園	こうえん	公园	名词	公園を散歩します。	在公园散步。
n5-kaisha	会社	かいしゃ	公司	名词	会社へ行きます。	去公司。
n5-kouban	交番	こうばん	派出所	名词	交番で道を聞きます。	在派出所问路。
n5-tsukue	机	つくえ	桌子	名词	机の上に本があります。	桌上有书。
n5-isu	椅子	いす	椅子	名词	椅子に座ります。	坐在椅子上。
n5-tokei	時計	とけい	钟表	名词	時計を見ます。	看钟表。
n5-denwa	電話	でんわ	电话	名词	友達に電話します。	给朋友打电话。
n5-keetai	携帯	けいたい	手机	名词	携帯で写真を撮ります。	用手机拍照。
n5-shashin	写真	しゃしん	照片	名词	写真を撮ります。	拍照片。
n5-kami	紙	かみ	纸	名词	紙に名前を書きます。	在纸上写名字。
n5-tegami	手紙	てがみ	信	名词	友達に手紙を書きます。	给朋友写信。
n5-kitte	切手	きって	邮票	名词	切手を三枚買います。	买三张邮票。
n5-enpitsu	鉛筆	えんぴつ	铅笔	名词	鉛筆で書きます。	用铅笔写。
n5-pen	ペン	ぺん	笔	名词	このペンは書きやすいです。	这支笔很好写。
n5-nooto	ノート	のーと	笔记本	名词	ノートに漢字を書きます。	在笔记本上写汉字。
n5-jisho	辞書	じしょ	词典	名词	辞書で言葉を調べます。	用词典查单词。
n5-shinbun	新聞	しんぶん	报纸	名词	朝、新聞を読みます。	早上读报纸。
n5-zasshi	雑誌	ざっし	杂志	名词	雑誌を買いました。	买了杂志。
n5-chizu	地図	ちず	地图	名词	地図を見てください。	请看地图。
n5-kagi	鍵	かぎ	钥匙	名词	鍵を忘れました。	忘记钥匙了。
n5-kasa	傘	かさ	伞	名词	雨ですから、傘を持ちます。	因为下雨，所以带伞。
n5-kutsu	靴	くつ	鞋	名词	新しい靴を買いました。	买了新鞋。
n5-fuku	服	ふく	衣服	名词	白い服を着ます。	穿白色衣服。
n5-kaban	かばん	かばん	包	名词	かばんに本があります。	包里有书。
n5-saifu	財布	さいふ	钱包	名词	財布をなくしました。	钱包丢了。
n5-megane	眼鏡	めがね	眼镜	名词	眼鏡をかけます。	戴眼镜。
n5-hon	本	ほん	书	名词	日本語の本を読みます。	读日语书。
n5-tabemono	食べ物	たべもの	食物	名词	好きな食べ物は何ですか。	喜欢的食物是什么？
n5-nomimono	飲み物	のみもの	饮料	名词	冷たい飲み物を飲みます。	喝冷饮。
n5-gohan	ご飯	ごはん	米饭、饭	名词	ご飯を食べます。	吃饭。
n5-asagohan	朝ご飯	あさごはん	早饭	名词	朝ご飯を食べます。	吃早饭。
n5-hirugohan	昼ご飯	ひるごはん	午饭	名词	昼ご飯は何ですか。	午饭是什么？
n5-bangohan	晩ご飯	ばんごはん	晚饭	名词	晩ご飯を作ります。	做晚饭。
n5-pan	パン	ぱん	面包	名词	パンと牛乳を買います。	买面包和牛奶。
n5-niku	肉	にく	肉	名词	肉を食べます。	吃肉。
n5-sakana	魚	さかな	鱼	名词	魚が好きです。	喜欢鱼。
n5-yasai	野菜	やさい	蔬菜	名词	野菜をたくさん食べます。	吃很多蔬菜。
n5-kudamono	果物	くだもの	水果	名词	果物を買います。	买水果。
n5-tamago	卵	たまご	鸡蛋	名词	卵を一つ食べます。	吃一个鸡蛋。
n5-gyuunyuu	牛乳	ぎゅうにゅう	牛奶	名词	牛乳を飲みます。	喝牛奶。
n5-ocha	お茶	おちゃ	茶	名词	お茶を飲みます。	喝茶。
n5-koohii	コーヒー	こーひー	咖啡	名词	朝、コーヒーを飲みます。	早上喝咖啡。
n5-mizu	水	みず	水	名词	水をください。	请给我水。
n5-sake	酒	さけ	酒	名词	父は酒を飲みません。	父亲不喝酒。
n5-densha	電車	でんしゃ	电车	名词	電車で学校へ行きます。	坐电车去学校。
n5-basu	バス	ばす	公交车	名词	バスに乗ります。	坐公交车。
n5-takushii	タクシー	たくしー	出租车	名词	タクシーで帰ります。	坐出租车回去。
n5-jitensha	自転車	じてんしゃ	自行车	名词	自転車で公園へ行きます。	骑自行车去公园。
n5-hikouki	飛行機	ひこうき	飞机	名词	飛行機で日本へ行きます。	坐飞机去日本。
n5-kuruma	車	くるま	汽车	名词	車で駅へ行きます。	开车去车站。
n5-michi	道	みち	道路	名词	この道をまっすぐ行きます。	沿这条路直走。
n5-migi	右	みぎ	右边	名词	右へ曲がります。	向右转。
n5-hidari	左	ひだり	左边	名词	左に銀行があります。	左边有银行。
n5-mae	前	まえ	前面	名词	駅の前で待ちます。	在车站前等。
n5-ushiro	後ろ	うしろ	后面	名词	学校の後ろに公園があります。	学校后面有公园。
n5-naka	中	なか	里面	名词	かばんの中に本があります。	包里面有书。
n5-soto	外	そと	外面	名词	外は寒いです。	外面很冷。
n5-ue	上	うえ	上面	名词	机の上に時計があります。	桌上有钟。
n5-shita	下	した	下面	名词	椅子の下にかばんがあります。	椅子下面有包。
n5-chikaku	近く	ちかく	附近	名词	駅の近くに住んでいます。	住在车站附近。
n5-tonari	隣	となり	旁边	名词	隣の部屋は静かです。	旁边的房间很安静。
n5-tenki	天気	てんき	天气	名词	今日は天気がいいです。	今天天气好。
n5-ame	雨	あめ	雨	名词	雨が降っています。	正在下雨。
n5-yuki	雪	ゆき	雪	名词	雪が降りました。	下雪了。
n5-kaze	風	かぜ	风	名词	今日は風が強いです。	今天风很大。
n5-sora	空	そら	天空	名词	空が青いです。	天空很蓝。
n5-yama	山	やま	山	名词	山へ行きます。	去山上。
n5-kawa	川	かわ	河流	名词	川の水は冷たいです。	河水很凉。
n5-umi	海	うみ	海	名词	夏に海へ行きます。	夏天去海边。
n5-ki	木	き	树	名词	庭に木があります。	院子里有树。
n5-hana	花	はな	花	名词	花がきれいです。	花很漂亮。
n5-te	手	て	手	名词	手を洗います。	洗手。
n5-ashi	足	あし	脚、腿	名词	足が痛いです。	脚疼。
n5-me	目	め	眼睛	名词	目を閉じてください。	请闭上眼睛。
n5-kuchi	口	くち	嘴	名词	口を開けます。	张开嘴。
n5-mimi	耳	みみ	耳朵	名词	耳で音を聞きます。	用耳朵听声音。
n5-atama	頭	あたま	头	名词	頭が痛いです。	头疼。
n5-aru	ある	ある	有、在（无生命）	动词	机の上に本があります。	桌上有书。
n5-iru	いる	いる	有、在（有生命）	动词	教室に先生がいます。	教室里有老师。
n5-iku	行く	いく	去	动词	明日、図書館へ行きます。	明天去图书馆。
n5-kuru	来る	くる	来	动词	友達が家へ来ます。	朋友来家里。
n5-kaeru	帰る	かえる	回去	动词	六時に家へ帰ります。	六点回家。
n5-taberu	食べる	たべる	吃	动词	昼ご飯を食べます。	吃午饭。
n5-nomu	飲む	のむ	喝	动词	お茶を飲みます。	喝茶。
n5-miru	見る	みる	看	动词	テレビを見ます。	看电视。
n5-kiku	聞く	きく	听、问	动词	音楽を聞きます。	听音乐。
n5-yomu	読む	よむ	读	动词	新聞を読みます。	读报纸。
n5-kaku	書く	かく	写	动词	ノートに書きます。	写在笔记本上。
n5-hanasu	話す	はなす	说话	动词	日本語で話します。	用日语说话。
n5-au	会う	あう	见面	动词	友達に会います。	见朋友。
n5-kau	買う	かう	买	动词	店でパンを買います。	在店里买面包。
n5-uru	売る	うる	卖	动词	店で本を売ります。	在店里卖书。
n5-tsukau	使う	つかう	使用	动词	辞書を使います。	使用词典。
n5-tsukuru	作る	つくる	制作、做	动词	晩ご飯を作ります。	做晚饭。
n5-benkyousuru	勉強する	べんきょうする	学习	动词	日本語を勉強します。	学习日语。
n5-shigotosuru	仕事する	しごとする	工作	动词	父は会社で仕事します。	父亲在公司工作。
n5-yasumu	休む	やすむ	休息、请假	动词	今日は学校を休みます。	今天不上学。
n5-neru	寝る	ねる	睡觉	动词	十時に寝ます。	十点睡觉。
n5-okiru	起きる	おきる	起床、起来	动词	毎朝、七時に起きます。	每天早上七点起床。
n5-arau	洗う	あらう	洗	动词	手を洗います。	洗手。
n5-hairu	入る	はいる	进入	动词	部屋に入ります。	进入房间。
n5-deru	出る	でる	出去、离开	动词	家を出ます。	离开家。
n5-akeru	開ける	あける	打开	动词	窓を開けます。	打开窗户。
n5-shimeru	閉める	しめる	关闭	动词	ドアを閉めます。	关门。
n5-tatsu	立つ	たつ	站立	动词	椅子から立ちます。	从椅子上站起来。
n5-suwaru	座る	すわる	坐	动词	椅子に座ります。	坐在椅子上。
n5-matsu	待つ	まつ	等待	动词	駅で友達を待ちます。	在车站等朋友。
n5-motsu	持つ	もつ	拿、持有	动词	傘を持ちます。	拿伞。
n5-toru	取る	とる	拿取	动词	机の上の本を取ります。	拿桌上的书。
n5-toru-photo	撮る	とる	拍照	动词	写真を撮ります。	拍照片。
n5-aruku	歩く	あるく	走路	动词	駅まで歩きます。	走到车站。
n5-hashiru	走る	はしる	跑	动词	公園で走ります。	在公园跑步。
n5-oyogu	泳ぐ	およぐ	游泳	动词	海で泳ぎます。	在海里游泳。
n5-asobu	遊ぶ	あそぶ	玩	动词	友達と遊びます。	和朋友玩。
n5-kariru	借りる	かりる	借入	动词	図書館で本を借ります。	在图书馆借书。
n5-kasu	貸す	かす	借出	动词	友達にペンを貸します。	把笔借给朋友。
n5-oshieru	教える	おしえる	教、告诉	动词	先生が日本語を教えます。	老师教日语。
n5-narau	習う	ならう	学习（技能）	动词	学校で漢字を習います。	在学校学汉字。
n5-wasureru	忘れる	わすれる	忘记	动词	鍵を忘れました。	忘记钥匙了。
n5-wakaru	分かる	わかる	明白	动词	日本語が少し分かります。	懂一点日语。
n5-hajimaru	始まる	はじまる	开始	动词	授業は九時に始まります。	课九点开始。
n5-owaru	終わる	おわる	结束	动词	仕事は五時に終わります。	工作五点结束。
n5-ookii	大きい	おおきい	大的	形容词	大きい犬がいます。	有一只大狗。
n5-chiisai	小さい	ちいさい	小的	形容词	小さい部屋です。	是小房间。
n5-atarashii	新しい	あたらしい	新的	形容词	新しいかばんを買いました。	买了新包。
n5-furui	古い	ふるい	旧的	形容词	これは古い写真です。	这是旧照片。
n5-takai	高い	たかい	高的、贵的	形容词	この本は少し高いです。	这本书有点贵。
n5-yasui	安い	やすい	便宜的	形容词	このペンは安いです。	这支笔很便宜。
n5-atsui-weather	暑い	あつい	热的（天气）	形容词	今日は暑いです。	今天很热。
n5-samui	寒い	さむい	冷的（天气）	形容词	冬は寒いです。	冬天很冷。
n5-atsui-hot	熱い	あつい	烫的、热的	形容词	このお茶は熱いです。	这杯茶很烫。
n5-tsumetai	冷たい	つめたい	冷的、凉的	形容词	冷たい水を飲みます。	喝凉水。
n5-atatakai	暖かい	あたたかい	温暖的	形容词	今日は暖かいです。	今天很暖和。
n5-suzushii	涼しい	すずしい	凉爽的	形容词	夜は涼しいです。	晚上很凉爽。
n5-muzukashii	難しい	むずかしい	难的	形容词	漢字は難しいです。	汉字很难。
n5-yasashii	易しい	やさしい	简单的	形容词	この問題は易しいです。	这道题很简单。
n5-omoshiroi	面白い	おもしろい	有趣的	形容词	この本は面白いです。	这本书很有趣。
n5-tsumaranai	つまらない	つまらない	无聊的	形容词	この映画はつまらないです。	这部电影很无聊。
n5-isogashii	忙しい	いそがしい	忙的	形容词	今週は忙しいです。	这周很忙。
n5-tanoshii	楽しい	たのしい	开心的、有趣的	形容词	旅行は楽しいです。	旅行很开心。
n5-chikai	近い	ちかい	近的	形容词	駅は家に近いです。	车站离家近。
n5-tooi	遠い	とおい	远的	形容词	学校は家から遠いです。	学校离家远。
n5-hayai	早い	はやい	早的	形容词	朝は早いです。	早上很早。
n5-osoi	遅い	おそい	晚的、慢的	形容词	バスは遅いです。	公交车很慢。
n5-ooi	多い	おおい	多的	形容词	人が多いです。	人很多。
n5-sukunai	少ない	すくない	少的	形容词	時間が少ないです。	时间很少。
n5-nagai	長い	ながい	长的	形容词	この道は長いです。	这条路很长。
n5-mijikai	短い	みじかい	短的	形容词	休みは短いです。	假期很短。
n5-omoi	重い	おもい	重的	形容词	このかばんは重いです。	这个包很重。
n5-karui	軽い	かるい	轻的	形容词	この荷物は軽いです。	这个行李很轻。
n5-hiroi	広い	ひろい	宽广的	形容词	この部屋は広いです。	这个房间很宽敞。
n5-semai	狭い	せまい	狭窄的	形容词	この道は狭いです。	这条路很窄。
n5-ii	いい	いい	好的	形容词	今日は天気がいいです。	今天天气好。
n5-warui	悪い	わるい	坏的	形容词	天気が悪いです。	天气不好。
n5-akai	赤い	あかい	红色的	形容词	赤い花があります。	有红花。
n5-aoi	青い	あおい	蓝色的	形容词	空は青いです。	天空是蓝色的。
n5-shiroi	白い	しろい	白色的	形容词	白い服を着ます。	穿白色衣服。
n5-kuroi	黒い	くろい	黑色的	形容词	黒い靴を買いました。	买了黑鞋。
n5-genki	元気	げんき	精神、健康	形容动词	お元気ですか。	你好吗？
n5-kirei	きれい	きれい	漂亮、干净	形容动词	この町はきれいです。	这座城市很漂亮。
n5-shizuka	静か	しずか	安静	形容动词	図書館は静かです。	图书馆很安静。
n5-nigiyaka	にぎやか	にぎやか	热闹	形容动词	駅の前はにぎやかです。	车站前很热闹。
n5-benri	便利	べんり	方便	形容动词	このアプリは便利です。	这个应用很方便。
n5-suki	好き	すき	喜欢	形容动词	私は日本語が好きです。	我喜欢日语。
n5-kirai	嫌い	きらい	讨厌	形容动词	辛い食べ物が嫌いです。	讨厌辣的食物。
n5-jouzu	上手	じょうず	擅长	形容动词	先生は中国語が上手です。	老师中文很好。
n5-heta	下手	へた	不擅长	形容动词	私は歌が下手です。	我不擅长唱歌。
n5-daijoubu	大丈夫	だいじょうぶ	没关系、不要紧	形容动词	一人で大丈夫です。	一个人也没关系。
n5-kantan	簡単	かんたん	简单	形容动词	このテストは簡単です。	这个测试很简单。
n5-totemo	とても	とても	非常	副词	今日はとても暑いです。	今天非常热。
n5-sukoshi	少し	すこし	一点、少量	副词	日本語が少し分かります。	懂一点日语。
n5-takusan	たくさん	たくさん	很多	副词	単語をたくさん覚えます。	记很多单词。
n5-yoku	よく	よく	经常、好好地	副词	よく日本語を聞きます。	经常听日语。
n5-amari	あまり	あまり	不太（接否定）	副词	肉はあまり食べません。	不太吃肉。
n5-sugu	すぐ	すぐ	马上	副词	すぐ行きます。	马上去。
n5-mou	もう	もう	已经、再	副词	もう宿題をしました。	已经做作业了。
n5-mada	まだ	まだ	还、尚未	副词	まだ分かりません。	还不明白。
n5-itsumo	いつも	いつも	总是	副词	いつも朝ご飯を食べます。	总是吃早饭。
n5-tokidoki	時々	ときどき	有时	副词	時々、映画を見ます。	有时看电影。
n5-isshoni	一緒に	いっしょに	一起	副词	一緒に勉強しましょう。	一起学习吧。
n5-douzo	どうぞ	どうぞ	请	表达	どうぞ入ってください。	请进。
n5-arigatou	ありがとう	ありがとう	谢谢	表达	どうもありがとう。	非常感谢。
n5-sumimasen	すみません	すみません	不好意思、对不起	表达	すみません、駅はどこですか。	不好意思，车站在哪里？
n5-hai	はい	はい	是、好的	表达	はい、分かりました。	好的，我明白了。
n5-iie	いいえ	いいえ	不是、不	表达	いいえ、違います。	不，不是。
n5-moshimoshi	もしもし	もしもし	喂（电话）	表达	もしもし、田中です。	喂，我是田中。
